,Log_Key,Level,Feature,Structure,Information,Wording
1525,org.apache.flink.streaming.connectors.fs.bucketing.BucketingSink.handlePendingInProgressFile825,debug,"['<level>', 'debug', '</level>', '<message>', 'Truncating', '{}', 'to', 'valid', 'length', '{}', '</message>']",1,1,1
1526,org.apache.flink.streaming.connectors.fs.bucketing.BucketingSink.handlePendingInProgressFile830,debug,"['<level>', 'debug', '</level>', '<message>', 'Trying', 'to', 'recover', 'file', 'lease', '{}', '</message>']",1,1,1
1527,org.apache.flink.streaming.connectors.gcp.pubsub.PubSubSink.onSuccess322,debug,"['<level>', 'debug', '</level>', '<message>', 'Successfully', 'published', 'message', 'with', 'id:', '{}', '</message>']",1,1,1
1199,org.apache.flink.streaming.connectors.kafka.FlinkKafkaConsumerBase.notifyCheckpointComplete972,debug,"['<level>', 'debug', '</level>', '<message>', 'Consumer', 'subtask', '{}', 'has', 'empty', 'checkpoint', 'state.', '</message>']",1,1,1
2323,org.apache.flink.streaming.connectors.kafka.internals.Kafka08PartitionDiscoverer.getAllTopics141,debug,"['<level>', 'debug', '</level>', '<message>', 'Detailed', 'trace', '</message>']",1,0,1
2322,org.apache.flink.streaming.connectors.kafka.internals.SimpleConsumerThread.run231,debug,"['<level>', 'debug', '</level>', '<message>', 'Full', 'exception', '</message>']",1,0,1
1202,org.apache.flink.streaming.connectors.kinesis.internals.KinesisDataFetcher.emitWatermark870,debug,"['<level>', 'debug', '</level>', '<message>', 'Evaluating', 'watermark', 'for', 'subtask', '{}', 'time', '{}', '</message>']",1,1,1
704,org.apache.flink.streaming.connectors.nifi.NiFiSource.run105,debug,"['<level>', 'debug', '</level>', '<message>', 'No', 'data', 'available', 'to', 'pull,', 'waiting', 'and', 'will', 'try', 'again...', '</message>']",1,1,1
2669,org.apache.flink.streaming.connectors.wikiedits.WikipediaEditEventIrcStream.onDisconnected119,debug,"['<level>', 'debug', '</level>', '<message>', 'Disconnected.', '</message>']",1,0,1
2327,org.apache.flink.streaming.connectors.wikiedits.WikipediaEditEventIrcStream.onQuit178,debug,"['<level>', 'debug', '</level>', '<message>', 'Quit:', '{}.', '</message>']",1,0,1
2668,org.apache.flink.streaming.connectors.wikiedits.WikipediaEditEventIrcStream.onRegistered114,debug,"['<level>', 'debug', '</level>', '<message>', 'Connected.', '</message>']",1,0,1
1857,org.apache.flink.streaming.runtime.tasks.StreamTask.invoke437,debug,"['<level>', 'debug', '</level>', '<message>', 'Closed', 'operators', 'for', 'task', '{}', '</message>']",1,1,1
1849,org.apache.flink.table.client.gateway.local.LocalExecutor.discoverDependencies614,debug,"['<level>', 'debug', '</level>', '<message>', 'Using', 'the', 'following', 'dependencies:', '{}', '</message>']",1,1,1
2333,org.apache.flink.table.runtime.operators.sort.BinaryExternalSorter.getIterator599,debug,"['<level>', 'debug', '</level>', '<message>', 'Sending', 'done.', '</message>']",1,0,1
1203,org.apache.flink.util.NetUtils.createSocketFromPorts404,debug,"['<level>', 'debug', '</level>', '<message>', 'Trying', 'to', 'open', 'socket', 'on', 'port', '{}', '</message>']",1,1,1
2156,org.apache.flink.yarn.AbstractYarnClusterDescriptor.startAppMaster1022,debug,"['<level>', 'debug', '</level>', '<message>', 'Application', 'State:', '{}', '</message>']",1,1,1
1237,org.apache.flink.yarn.Utils.createTaskExecutorContext512,debug,"['<level>', 'debug', '</level>', '<message>', 'Prepared', 'local', 'resource', 'for', 'modified', 'yaml:', '{}', '</message>']",1,1,1
2337,org.apache.hadoop.conf.Configuration.loadResource2564,debug,"['<level>', 'debug', '</level>', '<message>', 'parsing', 'File', '</message>']",1,1,0
2336,org.apache.hadoop.conf.Configuration.parse2472,debug,"['<level>', 'debug', '</level>', '<message>', 'parsing', 'URL', '</message>']",1,1,0
905,org.apache.hadoop.hbase.backup.example.HFileArchiveTableMonitor.addTable57,debug,"['<level>', 'debug', '</level>', '<message>', 'Already', 'archiving', 'table:', '|', ',', 'ignoring', 'it', '</message>']",1,1,1
906,org.apache.hadoop.hbase.backup.example.TableHFileArchiveTracker.checkEnabledAndUpdate168,debug,"['<level>', 'debug', '</level>', '<message>', 'znode', 'does', 'exist,', 'checking', 'for', 'tables', 'to', 'archive', '</message>']",1,1,0
907,org.apache.hadoop.hbase.backup.HFileArchiver.archiveFamilyByFamilyDir266,debug,"['<level>', 'debug', '</level>', '<message>', 'No', 'files', 'to', 'dispose', 'of', 'in', '{},', 'family={}', '</message>']",1,1,1
1701,org.apache.hadoop.hbase.client.AsyncRegionLocator.clearCache158,debug,"['<level>', 'debug', '</level>', '<message>', 'Clear', 'meta', 'cache', 'for', '{}', '</message>']",1,1,1
1702,org.apache.hadoop.hbase.client.AsyncRegionLocator.clearCache167,debug,"['<level>', 'debug', '</level>', '<message>', 'Clear', 'meta', 'cache', 'for', '{}', '</message>']",1,1,1
1703,org.apache.hadoop.hbase.client.AsyncRegionLocatorHelper.updateCachedLocationOnError83,debug,"['<level>', 'debug', '</level>', '<message>', 'Try', 'removing', '{}', 'from', 'cache', '</message>']",1,1,1
1025,org.apache.hadoop.hbase.client.ConnectionImplementation.isTableAvailable650,debug,"['<level>', 'debug', '</level>', '<message>', 'Table', '{}', 'has', 'not', 'deployed', 'region', '{}', '</message>']",1,1,1
1026,org.apache.hadoop.hbase.client.ConnectionImplementation.isTableAvailable669,debug,"['<level>', 'debug', '</level>', '<message>', 'Table', '{}', 'has', '{}', 'regions', 'not', 'deployed', '</message>']",1,1,1
1027,org.apache.hadoop.hbase.client.HBaseAdmin.execProcedure2875,debug,"['<level>', 'debug', '</level>', '<message>', 'Getting', 'current', 'status', 'of', 'procedure', 'from', 'master...', '</message>']",1,1,1
1028,org.apache.hadoop.hbase.client.HBaseAdmin.snapshot2601,debug,"['<level>', 'debug', '</level>', '<message>', 'Getting', 'current', 'status', 'of', 'snapshot', 'from', 'master...', '</message>']",1,1,1
1587,org.apache.hadoop.hbase.client.HBaseHbck.runHbckChore186,debug,"['<level>', 'debug', '</level>', '<message>', 'Failed', 'to', 'run', 'HBCK', 'chore', '</message>']",1,1,0
726,org.apache.hadoop.hbase.client.HTableMultiplexer.run607,debug,"['<level>', 'debug', '</level>', '<message>', 'Caught', 'some', 'exceptions', 'when', 'flushing', 'puts', 'to', 'region', 'server', '</message>']",1,1,1
620,org.apache.hadoop.hbase.errorhandling.TimeoutExceptionInjector.start108,debug,"['<level>', 'debug', '</level>', '<message>', 'Scheduling', 'process', 'timer', 'to', 'run', 'in:', '|', 'ms', '</message>']",1,1,1
1088,org.apache.hadoop.hbase.io.hfile.bucket.FileIOEngine.FileIOEngine72,debug,"['<level>', 'debug', '</level>', '<message>', 'File', '|', 'already', 'exists.', 'Deleting!!', '</message>']",1,1,0
547,org.apache.hadoop.hbase.master.assignment.AssignmentManager.updateRegionSplitTransition1009,debug,"['<level>', 'debug', '</level>', '<message>', 'Split', 'request', 'from', '|', ',', 'parent=', '|', 'splitKey=', '</message>']",1,1,1
2459,org.apache.hadoop.hbase.master.assignment.MergeTableRegionsProcedure.acquireLock410,debug,"['<level>', 'debug', '</level>', '<message>', 'nan', '</message>']",0,0,0
2460,org.apache.hadoop.hbase.master.assignment.SplitTableRegionProcedure.acquireLock144,debug,"['<level>', 'debug', '</level>', '<message>', 'nan', '</message>']",0,0,0
2461,org.apache.hadoop.hbase.master.balancer.RegionLocationFinder.getTableDescriptor223,debug,"['<level>', 'debug', '</level>', '<message>', 'tableName={}', '</message>']",0,0,0
2462,org.apache.hadoop.hbase.master.balancer.SimpleLoadBalancer.balanceCluster281,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
874,org.apache.hadoop.hbase.master.cleaner.CleanerChore.calculatePoolSize127,debug,"['<level>', 'debug', '</level>', '<message>', 'Computed', '{}', 'threads', 'for', 'CleanerChore,', 'using', '1', 'instead', '</message>']",1,1,1
876,org.apache.hadoop.hbase.master.cleaner.CleanerChore.traverseAndDelete427,debug,"['<level>', 'debug', '</level>', '<message>', 'Failed', 'to', 'traverse', 'and', 'delete', 'the', 'path:', '{}', '</message>']",1,1,1
1095,org.apache.hadoop.hbase.master.cleaner.LogCleaner.deleteFile171,debug,"['<level>', 'debug', '</level>', '<message>', 'Attempting', 'to', 'delete', 'old', 'WAL', 'file:', '{}', '</message>']",1,1,0
2352,org.apache.hadoop.hbase.master.cleaner.LogCleaner.deleteFile187,debug,"['<level>', 'debug', '</level>', '<message>', 'Exiting', '</message>']",1,0,1
624,org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization1181,debug,"['<level>', 'debug', '</level>', '<message>', 'Balancer', 'post', 'startup', 'initialization', 'complete,', 'took', '|', 'seconds', '</message>']",1,1,1
202,org.apache.hadoop.hbase.master.HMaster.move1971,debug,"['<level>', 'debug', '</level>', '<message>', 'Skipping', 'move', 'of', 'region', '|', 'because', 'region', 'already', 'assigned', 'to', 'the', 'same', 'server', '|', '.', '</message>']",1,1,1
789,org.apache.hadoop.hbase.master.HMaster.normalizeRegions1793,debug,"['<level>', 'debug', '</level>', '<message>', 'Master', 'has', 'not', 'been', 'initialized,', ""don't"", 'run', 'region', 'normalizer.', '</message>']",1,1,1
2370,org.apache.hadoop.hbase.master.locking.LockProcedure.acquireLock313,debug,"['<level>', 'debug', '</level>', '<message>', 'LOCKED', '</message>']",1,0,0
2371,org.apache.hadoop.hbase.master.locking.LockProcedure.execute243,debug,"['<level>', 'debug', '</level>', '<message>', 'UNLOCKED', '</message>']",1,0,0
2507,org.apache.hadoop.hbase.master.locking.LockProcedure.updateHeartBeat195,debug,"['<level>', 'debug', '</level>', '<message>', 'Heartbeat', '</message>']",1,0,1
2464,org.apache.hadoop.hbase.master.procedure.ProcedureSyncWait.waitFor217,debug,"['<level>', 'debug', '</level>', '<message>', 'waitFor', '</message>']",0,0,0
916,org.apache.hadoop.hbase.master.snapshot.SnapshotManager.takeSnapshotInternal661,debug,"['<level>', 'debug', '</level>', '<message>', 'Table', 'is', 'disabled,', 'running', 'snapshot', 'entirely', 'on', 'master.', '</message>']",1,1,1
2172,org.apache.hadoop.hbase.MetaTableAccessor.debugLogMutation2185,debug,"['<level>', 'debug', '</level>', '<message>', '{}', '{}', '</message>']",0,0,0
804,org.apache.hadoop.hbase.mob.DefaultMobStoreCompactor.performCompaction314,debug,"['<level>', 'debug', '</level>', '<message>', 'Compaction', 'progress:', '{}', '{},', 'rate={}', 'KB/sec,', 'throughputController', 'is', '{}', '</message>']",0,1,1
2230,org.apache.hadoop.hbase.procedure.ProcedureCoordinator.abortProcedure223,debug,"['<level>', 'debug', '</level>', '<message>', 'abort', 'procedure', '</message>']",1,1,0
2234,org.apache.hadoop.hbase.procedure.ZKProcedureCoordinator.start198,debug,"['<level>', 'debug', '</level>', '<message>', 'Node', 'created:', '</message>']",1,1,1
2465,org.apache.hadoop.hbase.procedure.ZKProcedureUtil.logZKTree248,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
2466,org.apache.hadoop.hbase.procedure.ZKProcedureUtil.logZKTree265,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
1103,org.apache.hadoop.hbase.procedure2.Procedure.restoreLock992,debug,"['<level>', 'debug', '</level>', '<message>', '{}', 'is', 'already', 'finished,', 'skip', 'acquiring', 'lock.', '</message>']",1,1,1
1104,org.apache.hadoop.hbase.procedure2.Procedure.restoreLock997,debug,"['<level>', 'debug', '</level>', '<message>', '{}', 'is', 'already', 'bypassed,', 'skip', 'acquiring', 'lock.', '</message>']",1,1,1
1038,org.apache.hadoop.hbase.procedure2.ProcedureExecutor.bypassProcedure899,debug,"['<level>', 'debug', '</level>', '<message>', 'Procedure', 'pid={}', 'does', 'not', 'exist,', 'skipping', 'bypass', '</message>']",1,1,1
1867,org.apache.hadoop.hbase.procedure2.ProcedureExecutor.forceUpdateProcedure285,debug,"['<level>', 'debug', '</level>', '<message>', 'Force', 'update', 'procedure', '{}', '</message>']",1,1,1
1910,org.apache.hadoop.hbase.procedure2.StateMachineProcedure.abort232,debug,"['<level>', 'debug', '</level>', '<message>', 'Abort', 'requested', 'for', '{}', '</message>']",1,1,1
1107,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.tryCleanupLogsOnLoad518,debug,"['<level>', 'debug', '</level>', '<message>', 'WALs', 'cleanup', 'on', 'load', 'is', 'not', 'enabled:', '</message>']",1,1,1
350,org.apache.hadoop.hbase.regionserver.BusyRegionSplitPolicy.shouldSplit116,debug,"['<level>', 'debug', '</level>', '<message>', 'Going', 'to', 'split', 'region', '|', 'because', ""it's"", 'too', 'busy.', 'Blocked', 'Request', 'rate:', '</message>']",1,1,1
928,org.apache.hadoop.hbase.regionserver.compactions.Compactor.getFileDetails201,debug,"['<level>', 'debug', '</level>', '<message>', 'Compacting', '{},', 'keycount={},', 'bloomtype={},', 'size={},', 'encoding={},', 'compression={},', 'seqNum={}{}', '</message>']",0,1,1
805,org.apache.hadoop.hbase.regionserver.compactions.Compactor.performCompaction453,debug,"['<level>', 'debug', '</level>', '<message>', 'Compaction', 'progress:', '{}', '{},', 'rate={}', 'KB/sec,', 'throughputController', 'is', '{}', '</message>']",0,1,1
205,org.apache.hadoop.hbase.regionserver.compactions.DateTieredCompactionPolicy.shouldPerformMajorCompaction165,debug,"['<level>', 'debug', '</level>', '<message>', 'Major', 'compaction', 'triggered', 'on', 'store', '|', ';', 'because', 'there', 'are', 'more', 'than', 'one', 'file', 'in', 'some', 'windows', '</message>']",1,1,1
2238,org.apache.hadoop.hbase.regionserver.CompactSplit.doCompaction651,debug,"['<level>', 'debug', '</level>', '<message>', 'Status', '{}', '</message>']",1,0,1
2468,org.apache.hadoop.hbase.regionserver.CompactSplit.selectCompaction404,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
351,org.apache.hadoop.hbase.regionserver.handler.UnassignRegionHandler.process99,debug,"['<level>', 'debug', '</level>', '<message>', 'Received', 'CLOSE', 'for', 'a', 'region', '{}', 'which', 'is', 'not', 'online,', 'and', ""we're"", 'not', 'opening/closing.', '</message>']",1,1,1
1710,org.apache.hadoop.hbase.regionserver.HRegionServer.reportForDuty2682,debug,"['<level>', 'debug', '</level>', '<message>', 'Master', 'is', 'not', 'running', 'yet', '</message>']",1,1,1
2472,org.apache.hadoop.hbase.regionserver.HRegionServer.setupWALAndReplication1856,debug,"['<level>', 'debug', '</level>', '<message>', 'logDir={}', '</message>']",0,0,0
532,org.apache.hadoop.hbase.regionserver.RSRpcServices.scan3318,debug,"['<level>', 'debug', '</level>', '<message>', 'Server', 'shutting', 'down', 'and', 'client', 'tried', 'to', 'access', 'missing', 'scanner', '</message>']",1,1,1
924,org.apache.hadoop.hbase.regionserver.StoreScanner.trySwitchToStreamRead1042,debug,"['<level>', 'debug', '</level>', '<message>', 'Switch', 'to', 'stream', 'read', '(scanned={}', 'bytes)', 'of', '{}', '</message>']",1,1,1
2473,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.debugDumpState540,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
882,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.loadUnclassifiedStoreFiles395,debug,"['<level>', 'debug', '</level>', '<message>', 'Attempting', 'to', 'load', '|', 'store', 'files.', '</message>']",1,1,1
2476,org.apache.hadoop.hbase.rest.client.Client.initialize89,debug,"['<level>', 'debug', '</level>', '<message>', 'classpath', '</message>']",0,0,0
637,org.apache.hadoop.hbase.rsgroup.RSGroupBasedLoadBalancer.correctAssignments388,debug,"['<level>', 'debug', '</level>', '<message>', 'Group', 'not', 'found', 'for', 'table', '|', ',', 'using', 'default', '</message>']",1,1,1
645,org.apache.hadoop.hbase.rsgroup.RSGroupInfoManagerImpl.moveServers213,debug,"['<level>', 'debug', '</level>', '<message>', 'Dropping', '|', 'during', 'move-to-default', 'rsgroup', 'because', 'not', 'online', '</message>']",1,0,1
424,org.apache.hadoop.hbase.snapshot.SnapshotDescriptionUtils.completeSnapshot396,debug,"['<level>', 'debug', '</level>', '<message>', 'Snapshot', 'is', 'done,', 'just', 'moving', 'the', 'snapshot', 'from', '|', 'to', '</message>']",1,1,1
425,org.apache.hadoop.hbase.snapshot.SnapshotDescriptionUtils.validate313,debug,"['<level>', 'debug', '</level>', '<message>', 'Creation', 'time', 'not', 'specified,', 'setting', 'to:', '|', '(current', 'time:', '|', ').', '</message>']",1,1,1
2035,org.apache.hadoop.hbase.thrift.ThriftServer.getProtocolFactory605,debug,"['<level>', 'debug', '</level>', '<message>', 'Using', 'compact', 'protocol', '</message>']",1,1,1
2036,org.apache.hadoop.hbase.thrift.ThriftServer.getProtocolFactory608,debug,"['<level>', 'debug', '</level>', '<message>', 'Using', 'binary', 'protocol', '</message>']",1,1,1
1293,org.apache.hadoop.hbase.tool.Canary.call513,debug,"['<level>', 'debug', '</level>', '<message>', 'Reading', 'from', '{}', '{}', '{}', '{}', '</message>']",0,1,1
1294,org.apache.hadoop.hbase.tool.Canary.read402,debug,"['<level>', 'debug', '</level>', '<message>', 'Reading', 'from', '{}', '{}', '{}', '{}', '</message>']",0,1,1
1343,org.apache.hadoop.hbase.tool.Canary.write456,debug,"['<level>', 'debug', '</level>', '<message>', 'Writing', 'to', '{}', '{}', '{}', '{}', '</message>']",0,1,1
2487,org.apache.hadoop.hbase.util.ClassSize.getSizeCoefficients395,debug,"['<level>', 'debug', '</level>', '<message>', '|', '</message>']",0,0,0
