System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
Cassandra,564,org.apache.cassandra.index.sasi.memory.TrieMemIndex.add,86,info,"java.lang.String(name)Can't add term of column {} to index for key: {}, term size {}, max allowed size {}, use analyzed = true (if not yet set) for that column.-java.lang.String(name)columnIndex.getColumnName()-java.lang.String(name)keyValidator.getString(key.getKey())-java.lang.String(name)FBUtilities.prettyPrintMemory(term.remaining())-java.lang.String(name)FBUtilities.prettyPrintMemory(OnDiskIndexBuilder.MAX_TERM_SIZE)",o,x,o
Cassandra,538,org.apache.cassandra.index.SecondaryIndexManager.unregisterIndex,817,trace,"java.lang.String(name)removed == null ? ""Index {} was not registered"" : ""Removed index {} from registry""-java.lang.String(name)name",o,o,o
Cassandra,592,org.apache.cassandra.io.sstable.format.SSTableReader.mergeCardinalities,351,warn,java.lang.String(name)Could not merge cardinalities-com.clearspring.analytics.stream.cardinality.CardinalityMergeException(name)e,o,o,o
Cassandra,580,org.apache.cassandra.io.sstable.IndexSummaryManager.IndexSummaryManager,80,info,java.lang.String(name)Initializing index summary manager with a memory pool size of {} MB and a resize interval of {} minutes-long(name)indexSummarySizeInMB-int(name)interval,o,o,o
Cassandra,569,org.apache.cassandra.io.sstable.IndexSummaryRedistribution.redistributeSummaries,100,trace,java.lang.String(name)Beginning redistribution of index summaries for {} sstables with memory pool size {} MB; current spaced used is {} MB-int(name)redistribute.size()-long(name)memoryPoolBytes / 1024L / 1024L-double(name)total / 1024.0 / 1024.0,o,o,x
Cassandra,611,org.apache.cassandra.io.sstable.metadata.MetadataSerializer.deserialize,81,trace,java.lang.String(name)Load metadata for {}-org.apache.cassandra.io.sstable.Descriptor(name)descriptor,o,o,o
Cassandra,613,org.apache.cassandra.io.sstable.metadata.MetadataSerializer.mutateLevel,131,trace,java.lang.String(name)Mutating {} to level {}-java.lang.String(name)descriptor.filenameFor(Component.STATS)-int(name)newLevel,o,o,o
Cassandra,581,org.apache.cassandra.io.sstable.SSTable.delete,105,debug,java.lang.String(name)Deleting sstable: {}-org.apache.cassandra.io.sstable.Descriptor(name)desc,o,o,o
Cassandra,626,org.apache.cassandra.io.util.FileHandle.updateRegions,423,error,java.lang.String(name)Failed to close mapped regions-java.lang.Throwable(name)err,o,o,o
Cassandra,619,org.apache.cassandra.io.util.FileUtils.close,272,warn,java.lang.String(name)Failed closing stream {}-java.io.Closeable(name)c-java.io.IOException(name)ex,o,o,o
Cassandra,617,org.apache.cassandra.io.util.FileUtils.closeQuietly,237,warn,java.lang.String(name)Failed closing {}-java.io.Closeable(name)c-java.lang.Exception(name)e,o,x,o
Cassandra,648,org.apache.cassandra.locator.AbstractReplicationStrategy.createReplicationStrategy,274,warn,java.lang.String(name)Ignoring {}-java.lang.String(name)e.getMessage(),o,x,o
Cassandra,634,org.apache.cassandra.locator.SnitchProperties.SnitchProperties,54,warn,java.lang.String(name)Unable to read {}-java.lang.String(name)((configURL != null) ? configURL : RACKDC_PROPERTY_FILENAME),o,o,o
Cassandra,663,org.apache.cassandra.net.IncomingTcpConnection.receiveMessage,204,trace,java.lang.String(name)Received connection from newer protocol version {}. Ignoring message-int(name)version,o,o,o
Cassandra,690,org.apache.cassandra.net.MessagingService.logDroppedMessages,1236,info,java.lang.String(name)log,x,x,x
Cassandra,674,org.apache.cassandra.net.OutboundTcpConnection.connect,482,trace,java.lang.String(name)Target max version is {}; will reconnect with that version-int(name)maxTargetVersion,o,o,o
Cassandra,672,org.apache.cassandra.net.OutboundTcpConnection.connect,452,warn,java.lang.String(name)Failed to set send buffer size on internode socket.-java.net.SocketException(name)se,o,o,o
Cassandra,666,org.apache.cassandra.net.OutboundTcpConnection.run,280,error,java.lang.String(name)error processing a message intended for {}-java.net.InetAddress(name)poolReference.endPoint()-java.lang.Exception(name)e,o,o,x
Cassandra,667,org.apache.cassandra.net.OutboundTcpConnection.writeConnected,350,debug,java.lang.String(name)Error writing to {}-java.net.InetAddress(name)poolReference.endPoint()-java.lang.Throwable(name)e,o,o,o
Cassandra,668,org.apache.cassandra.net.OutboundTcpConnection.writeConnected,369,error,java.lang.String(name)error writing to {}-java.net.InetAddress(name)poolReference.endPoint()-java.lang.Throwable(name)e,o,o,x
Cassandra,652,org.apache.cassandra.net.ResponseVerbHandler.doVerb,38,trace,java.lang.String(name)msg-int(name)id-java.net.InetAddress(name)message.from,x,x,x
Cassandra,734,org.apache.cassandra.repair.RepairJob.sendValidationRequest,172,info,java.lang.String(name)[repair #{}] {}-java.util.UUID(name)desc.sessionId-java.lang.String(name)message,x,x,o
Cassandra,725,org.apache.cassandra.repair.RepairMessageVerbHandler.doVerb,119,error,java.lang.String(name)Table {}.{} was dropped during snapshot phase of repair-java.lang.String(name)desc.keyspace-java.lang.String(name)desc.columnFamily,o,o,o
Cassandra,730,org.apache.cassandra.repair.RepairMessageVerbHandler.logErrorAndSendFailureResponse,177,error,java.lang.String(name)errorMessage,x,x,x
Cassandra,711,org.apache.cassandra.repair.RepairRunnable.runMayThrow,131,error,java.lang.String(name)Repair failed:-java.lang.IllegalArgumentException(name)e,o,x,o
Cassandra,715,org.apache.cassandra.repair.RepairRunnable.runMayThrow,277,error,java.lang.String(name)message-java.lang.Throwable(name)t,x,x,x
Cassandra,712,org.apache.cassandra.repair.RepairRunnable.runMayThrow,139,info,java.lang.String(name)message,x,x,x
Cassandra,714,org.apache.cassandra.repair.RepairRunnable.runMayThrow,261,info,java.lang.String(name)message,x,x,x
Cassandra,716,org.apache.cassandra.repair.RepairRunnable.runMayThrow,343,info,java.lang.String(name)message,x,x,x
Cassandra,703,org.apache.cassandra.repair.RepairSession.start,228,info,java.lang.String(name)[repair #{}] new session: will sync {} on range {} for {}.{}-java.util.UUID(name)getId()-java.lang.String(name)repairedNodes()-java.util.Collection<Range<Token>>(name)ranges-java.lang.String(name)keyspace-java.lang.String(name)Arrays.toString(cfnames),o,o,o
Cassandra,702,org.apache.cassandra.repair.RepairSession.syncComplete,201,debug,java.lang.String(name)[repair #{}] Repair completed between {} and {} on {}-java.util.UUID(name)getId()-java.net.InetAddress(name)nodes.endpoint1-java.net.InetAddress(name)nodes.endpoint2-java.lang.String(name)desc.columnFamily,o,o,o
Cassandra,708,org.apache.cassandra.repair.Validator.complete,242,debug,java.lang.String(name)Validated {} partitions for {}. Partition sizes are:-long(name)validated-java.util.UUID(name)desc.sessionId,o,o,o
Cassandra,709,org.apache.cassandra.repair.Validator.fail,268,error,"java.lang.String(name)Failed creating a merkle tree for {}, {} (see log for details)-org.apache.cassandra.repair.RepairJobDesc(name)desc-java.net.InetAddress(name)initiator",o,x,o
Cassandra,710,org.apache.cassandra.repair.Validator.run,281,info,java.lang.String(name)[repair #{}] Sending completed merkle tree to {} for {}.{}-java.util.UUID(name)desc.sessionId-java.net.InetAddress(name)initiator-java.lang.String(name)desc.keyspace-java.lang.String(name)desc.columnFamily,o,o,o
Cassandra,755,org.apache.cassandra.schema.CompactionParams.validate,155,warn,java.lang.String(name)Compaction strategy {} does not have a static validateOptions method. Validation ignored-java.lang.String(name)klass.getName(),o,o,o
Cassandra,754,org.apache.cassandra.schema.LegacySchemaMigrator.createIndexesFromColumnRows,800,error,java.lang.String(name)Failed to find index name for legacy migration of index on {}.{}-java.lang.String(name)keyspace-java.lang.String(name)table,o,o,o
Cassandra,762,org.apache.cassandra.security.CipherFactory.CipherFactory,98,info,java.lang.String(name)loading secret key for alias {}-java.lang.String(name)alias,o,o,x
Cassandra,759,org.apache.cassandra.security.SSLFactory.filterCipherSuites,221,warn,java.lang.String(name)Filtering out {} as it isn't supported by the socket-java.lang.String(name)Iterables.toString(missing),o,o,o
Cassandra,987,org.apache.cassandra.service.AbstractReadExecutor.makeRequests,116,trace,"java.lang.String(name)reading {} locally-java.lang.String(name)readCommand.isDigestQuery() ? ""digest"" : ""data""",o,o,x
Cassandra,770,org.apache.cassandra.service.ActiveRepairService.convict,781,debug,java.lang.String(name)Removing {} in parent repair sessions-java.util.Set<UUID>(name)toRemove,o,o,o
Cassandra,768,org.apache.cassandra.service.ActiveRepairService.markSSTablesRepairing,561,error,java.lang.String(name)Cannot start multiple repair sessions over the same sstables,o,o,o
Cassandra,769,org.apache.cassandra.service.ActiveRepairService.maybeSnapshot,655,error,java.lang.String(name)Cannot start multiple repair sessions over the same sstables,o,o,o
Cassandra,771,org.apache.cassandra.service.CacheService.initKeyCache,100,info,java.lang.String(name)Initializing key cache with capacity of {} MBs.-long(name)DatabaseDescriptor.getKeyCacheSizeInMB(),o,o,o
Cassandra,790,org.apache.cassandra.service.CassandraDaemon.logSystemInfo,489,info,java.lang.String(name){} {}: {}-java.lang.String(name)pool.getName()-java.lang.management.MemoryType(name)pool.getType()-java.lang.management.MemoryUsage(name)pool.getPeakUsage(),x,x,x
Cassandra,792,org.apache.cassandra.service.CassandraDaemon.logSystemInfo,493,info,java.lang.String(name)JVM Arguments: {}-java.util.List(name)ManagementFactory.getRuntimeMXBean().getInputArguments(),o,o,o
Cassandra,777,org.apache.cassandra.service.CassandraDaemon.setup,228,error,"java.lang.String(name)""Exception in thread "" + t-java.lang.Throwable(name)e",o,x,o
Cassandra,784,org.apache.cassandra.service.CassandraDaemon.setup,370,warn,"java.lang.String(name)Failed to load metrics-reporter-config, file does not exist: {}-java.lang.String(name)metricsReporterConfigFile",o,o,o
Cassandra,781,org.apache.cassandra.service.CassandraDaemon.setup,308,warn,java.lang.String(name)Error loading key or row cache-java.lang.Throwable(name)t,o,o,o
Cassandra,795,org.apache.cassandra.service.CassandraDaemon.start,550,info,java.lang.String(name)Not starting native transport as requested. Use JMX (StorageService->startNativeTransport()) or nodetool (enablebinary) to start it,o,o,o
Cassandra,796,org.apache.cassandra.service.CassandraDaemon.start,556,info,java.lang.String(name)Not starting RPC server as requested. Use JMX (StorageService->startRPCServer()) or nodetool (enablethrift) to start it,o,o,o
Cassandra,794,org.apache.cassandra.service.CassandraDaemon.start,537,info,java.lang.String(name)Not starting client transports as bootstrap has not completed,o,o,o
Cassandra,798,org.apache.cassandra.service.CassandraDaemon.stop,588,error,java.lang.String(name)Error shutting down local JMX server: -java.io.IOException(name)e,o,o,o
Cassandra,809,org.apache.cassandra.service.DigestResolver.resolve,70,trace,java.lang.String(name)resolving {} responses-int(name)responses.size(),o,o,x
Cassandra,804,org.apache.cassandra.service.MigrationTask.runMayThrow,67,warn,java.lang.String(name)Can't send schema pull request: node {} is down.-java.net.InetAddress(name)endpoint,o,o,o
Cassandra,989,org.apache.cassandra.service.paxos.PrepareCallback.response,64,trace,java.lang.String(name)Prepare response {} from {}-org.apache.cassandra.service.paxos.PrepareResponse(name)response-java.net.InetAddress(name)message.from,o,o,o
Cassandra,985,org.apache.cassandra.service.ReadCallback.get,147,trace,java.lang.String(name)Read: {} ms.-long(name)TimeUnit.NANOSECONDS.toMillis(System.nanoTime() - queryStartNanoTime),o,x,o
Cassandra,949,org.apache.cassandra.service.StartupChecks.execute,176,info,java.lang.String(name)JMX is enabled to receive remote connections on port: {}-java.lang.String(name)jmxPort,o,o,o
Cassandra,946,org.apache.cassandra.service.StartupChecks.execute,140,info,java.lang.String(name)jemalloc seems to be preloaded from {}-java.lang.String(name)jemalloc,o,o,x
Cassandra,952,org.apache.cassandra.service.StartupChecks.execute,204,warn,"java.lang.String(name)Non-Oracle JVM detected. Some features, such as immediate unmap of compacted SSTables, may not work as intended",o,o,o
Cassandra,960,org.apache.cassandra.service.StorageProxy.mutateMV,799,error,java.lang.String(name)Error applying local view update to keyspace {}: {}-java.lang.String(name)mutation.getKeyspaceName()-org.apache.cassandra.db.Mutation(name)mutation,o,o,o
Cassandra,965,org.apache.cassandra.service.StorageProxy.performLocally,1378,error,java.lang.String(name)Failed to apply mutation locally : {}-java.lang.Exception(name)ex,o,o,o
Cassandra,968,org.apache.cassandra.service.StorageProxy.runMayThrow,1896,error,java.lang.String(name)t.getMessage(),x,x,x
Cassandra,977,org.apache.cassandra.service.StorageProxy.submitHint,2745,debug,java.lang.String(name)Discarding hint for endpoint not part of ring: {}-java.net.InetAddress(name)target,o,o,o
Cassandra,961,org.apache.cassandra.service.StorageProxy.syncWriteToBatchlog,983,trace,java.lang.String(name)Sending batchlog store request {} to {} for {} mutations-java.util.UUID(name)batch.id-java.net.InetAddress(name)target-int(name)batch.size(),o,o,o
Cassandra,974,org.apache.cassandra.service.StorageProxy.truncateBlocking,2489,debug,"java.lang.String(name)Starting a blocking truncate operation on keyspace {}, CF {}-java.lang.String(name)keyspace-java.lang.String(name)cfname",o,o,x
Cassandra,969,org.apache.cassandra.service.StorageProxy.updateConcurrencyFactor,2181,trace,"java.lang.String(name)Didn't get enough response rows; actual rows per range: {}; remaining rows: {}, new concurrent requests: {}-float(name)rowsPerRange-int(name)remainingRows-int(name)concurrencyFactor",o,o,o
Cassandra,864,org.apache.cassandra.service.StorageService.bootstrap,1542,info,java.lang.String(name)Bootstrap completed! for the tokens {}-java.util.Collection<Token>(name)tokens,o,o,x
Cassandra,863,org.apache.cassandra.service.StorageService.bootstrap,1525,info,java.lang.String(name)Resetting bootstrap progress to start fresh,o,o,o
Cassandra,865,org.apache.cassandra.service.StorageService.bootstrap,1548,warn,java.lang.String(name)Error during bootstrap.-java.lang.Throwable(name)e,o,x,o
Cassandra,819,org.apache.cassandra.service.StorageService.checkForEndpointCollision,565,debug,java.lang.String(name)Starting shadow gossip round to check for endpoint collision,o,o,o
Cassandra,896,org.apache.cassandra.service.StorageService.decommission,3968,debug,java.lang.String(name)DECOMMISSIONING,x,x,x
Cassandra,897,org.apache.cassandra.service.StorageService.decommission,3996,info,java.lang.String(name)failed to shutdown message service: {}-java.io.IOError(name)ioe,o,o,x
Cassandra,908,org.apache.cassandra.service.StorageService.forceRemoveCompletion,4361,warn,"java.lang.String(name)No nodes to force removal on, call 'removenode' first",o,o,o
Cassandra,907,org.apache.cassandra.service.StorageService.forceRemoveCompletion,4349,warn,"java.lang.String(name)Removal not confirmed for for {}-java.lang.String(name)StringUtils.join(this.replicatingNodes,"","")",o,o,x
Cassandra,887,org.apache.cassandra.service.StorageService.getChangedRangesForLeaving,2789,debug,java.lang.String(name)Range {} already in all replicas-org.apache.cassandra.dht.Range<Token>(name)range,o,o,o
